City,Source,StartDate,EndDate,Latitude,Longitude,NDVI,LST
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.4827874807131,78.44812204735379,0.35968712960590654,41.44794196999999
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.453412570922392,78.32604100024194,0.5179611061591647,36.15513800000002
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.42295968279074,78.66587367222436,0.22505345778748562,42.82027700000003
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.509736939236685,78.50821933986138,0.23653038833739554,41.37445453999999
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.557706975408667,78.30798486303114,0.2758163795850594,45.373537940000006
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.4332004770297,78.56993359988039,0.3956199020271432,40.97454620000002
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.46311437599088,78.22444154160803,0.32626752085564076,42.06147656000002
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.32136022415682,78.23522132501746,0.5255275901976247,43.46286476
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.43400896078541,78.58421681289789,0.4545732365943232,38.15467970000003
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.375798130374463,78.47857493548544,0.15139728843037262,42.40327855999999
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.369599754914038,78.44920002569474,0.16418552788591326,42.686974220000025
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.280666541786207,78.24061121672217,0.31816157748293705,44.20970213000004
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.247788202387433,78.2212076065852,0.35734391583221814,44.39940224000003
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.412988383137012,78.36080580173737,0.28296589778921893,42.03755042
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.3903508379772,78.43895923145577,0.431085003263481,39.456945320000045
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.44451924960961,78.54325363594204,0.16160872726861153,40.96600115000001
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.201165639141628,78.45674587408134,0.4197534564131411,40.15251239000003
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.423768166546445,78.59715255298921,0.23746153103970646,40.142258330000004
Hyderabad,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,17.207364014602053,78.64215814872361,0.6169529199082533,36.77550863000005
