City,Source,StartDate,EndDate,Latitude,Longitude,NDVI,LST
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.067927185379299,77.5981361255199,0.28661830364151675,36.22349840000001
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.035048845980524,77.47605507840805,0.2833315382129833,39.115143320000016
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.00082303365557,77.81588775039047,0.5133282769082258,34.27864502
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.09838007351095,77.65823341802749,0.3568184925384196,40.88055065000003
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.152278990558122,77.457729446612,0.7118695854612214,32.585016110000026
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.012141806235476,77.7199476780465,0.25284352637830626,40.77971906000005
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.046098123975193,77.37445561977414,0.6662538334512856,35.215182500000026
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.886557329515567,77.38496590859833,0.5696370769325383,35.888532440000034
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,13.01321978457642,77.734230891064,0.28165790508886734,40.362720620000005
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.947732600364107,77.62858901365155,0.5876910979022596,36.637078820000056
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.940725741147974,77.59921410386083,0.30559941310623095,38.37343298000002
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.840743250025472,77.39062529488828,0.7842243195609022,33.37286972000004
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.803822491848159,77.3712216847513,0.5509073678971652,35.45102588000003
Bengaluru,Landsat 8/9 Collection 2 Level 2,2025-04-01,2025-06-30,12.9897737556609,77.51081987990348,0.1646977396283786,42.21186943999999
