system:index,Humidity,Latitude,Longitude,.geo
545,95.2989117076062,28.3553219432327,77.25062285785826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25062285785826,28.3553219432327]}"
546,95.2989117076062,28.3553219432327,77.25960601069944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25960601069944,28.3553219432327]}"
547,95.2989117076062,28.3553219432327,77.26858916354064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26858916354064,28.3553219432327]}"
548,95.2989117076062,28.3553219432327,77.27757231638184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.27757231638184,28.3553219432327]}"
549,95.2989117076062,28.3553219432327,77.28655546922303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28655546922303,28.3553219432327]}"
550,95.2989117076062,28.3553219432327,77.29553862206423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,28.3553219432327]}"
551,95.2989117076062,28.3553219432327,77.30452177490542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30452177490542,28.3553219432327]}"
552,95.2989117076062,28.3553219432327,77.31350492774662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31350492774662,28.3553219432327]}"
553,95.2989117076062,28.3553219432327,77.32248808058782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.32248808058782,28.3553219432327]}"
554,95.2989117076062,28.3553219432327,77.33147123342901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33147123342901,28.3553219432327]}"
555,95.2989117076062,28.3553219432327,77.34045438627021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34045438627021,28.3553219432327]}"
556,95.2989117076062,28.3553219432327,77.3494375391114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3494375391114,28.3553219432327]}"
557,95.36761911174605,28.3553219432327,77.3584206919526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3584206919526,28.3553219432327]}"
558,95.36761911174605,28.3553219432327,77.3674038447938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3674038447938,28.3553219432327]}"
559,95.36761911174605,28.3553219432327,77.37638699763498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37638699763498,28.3553219432327]}"
560,95.36761911174605,28.3553219432327,77.38537015047618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38537015047618,28.3553219432327]}"
561,95.36761911174605,28.3553219432327,77.39435330331737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39435330331737,28.3553219432327]}"
562,95.36761911174605,28.3553219432327,77.40333645615857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40333645615857,28.3553219432327]}"
563,95.36761911174605,28.3553219432327,77.41231960899977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,28.3553219432327]}"
564,94.91876928267058,28.364305096073892,76.77451575727491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.77451575727491,28.364305096073892]}"
565,94.91876928267058,28.364305096073892,76.78349891011611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.78349891011611,28.364305096073892]}"
566,94.91876928267058,28.364305096073892,76.7924820629573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7924820629573,28.364305096073892]}"
567,94.91876928267058,28.364305096073892,76.80146521579849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.80146521579849,28.364305096073892]}"
568,94.91876928267058,28.364305096073892,76.81044836863968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81044836863968,28.364305096073892]}"
569,94.91876928267058,28.364305096073892,76.81943152148088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81943152148088,28.364305096073892]}"
570,94.91876928267058,28.364305096073892,76.82841467432208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82841467432208,28.364305096073892]}"
571,94.91876928267058,28.364305096073892,76.83739782716327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83739782716327,28.364305096073892]}"
572,94.91876928267058,28.364305096073892,76.84638098000447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.84638098000447,28.364305096073892]}"
573,94.95582343815559,28.364305096073892,76.85536413284566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85536413284566,28.364305096073892]}"
574,94.95582343815559,28.364305096073892,76.86434728568686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86434728568686,28.364305096073892]}"
575,94.95582343815559,28.364305096073892,76.87333043852806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.87333043852806,28.364305096073892]}"
576,94.95582343815559,28.364305096073892,76.88231359136925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88231359136925,28.364305096073892]}"
577,94.95582343815559,28.364305096073892,76.89129674421045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.89129674421045,28.364305096073892]}"
578,94.95582343815559,28.364305096073892,76.90027989705165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90027989705165,28.364305096073892]}"
579,94.95582343815559,28.364305096073892,76.90926304989284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90926304989284,28.364305096073892]}"
580,94.95582343815559,28.364305096073892,76.91824620273403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91824620273403,28.364305096073892]}"
581,94.95582343815559,28.364305096073892,76.92722935557522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92722935557522,28.364305096073892]}"
582,94.95582343815559,28.364305096073892,76.93621250841642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93621250841642,28.364305096073892]}"
583,94.95582343815559,28.364305096073892,76.94519566125761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94519566125761,28.364305096073892]}"
584,95.05773142892475,28.364305096073892,76.95417881409881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95417881409881,28.364305096073892]}"
585,95.05773142892475,28.364305096073892,76.96316196694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96316196694,28.364305096073892]}"
586,95.05773142892475,28.364305096073892,76.9721451197812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9721451197812,28.364305096073892]}"
587,95.05773142892475,28.364305096073892,76.9811282726224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9811282726224,28.364305096073892]}"
588,95.05773142892475,28.364305096073892,76.9901114254636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9901114254636,28.364305096073892]}"
589,95.05773142892475,28.364305096073892,76.99909457830479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99909457830479,28.364305096073892]}"
590,95.05773142892475,28.364305096073892,77.00807773114599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.00807773114599,28.364305096073892]}"
591,95.05773142892475,28.364305096073892,77.01706088398718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01706088398718,28.364305096073892]}"
592,95.05773142892475,28.364305096073892,77.02604403682838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.02604403682838,28.364305096073892]}"
593,95.05773142892475,28.364305096073892,77.03502718966956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03502718966956,28.364305096073892]}"
594,95.05773142892475,28.364305096073892,77.04401034251076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04401034251076,28.364305096073892]}"
595,95.16077619634564,28.364305096073892,77.05299349535196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05299349535196,28.364305096073892]}"
596,95.16077619634564,28.364305096073892,77.06197664819315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06197664819315,28.364305096073892]}"
597,95.16077619634564,28.364305096073892,77.07095980103435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07095980103435,28.364305096073892]}"
598,95.16077619634564,28.364305096073892,77.07994295387554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07994295387554,28.364305096073892]}"
599,95.16077619634564,28.364305096073892,77.08892610671674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08892610671674,28.364305096073892]}"
600,95.16077619634564,28.364305096073892,77.09790925955794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.09790925955794,28.364305096073892]}"
601,95.16077619634564,28.364305096073892,77.10689241239913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10689241239913,28.364305096073892]}"
602,95.16077619634564,28.364305096073892,77.11587556524033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11587556524033,28.364305096073892]}"
603,95.16077619634564,28.364305096073892,77.12485871808153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12485871808153,28.364305096073892]}"
604,95.16077619634564,28.364305096073892,77.13384187092272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13384187092272,28.364305096073892]}"
605,95.16077619634564,28.364305096073892,77.14282502376392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.14282502376392,28.364305096073892]}"
606,95.24397274290456,28.364305096073892,77.1518081766051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1518081766051,28.364305096073892]}"
607,95.24397274290456,28.364305096073892,77.1607913294463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1607913294463,28.364305096073892]}"
608,95.24397274290456,28.364305096073892,77.1697744822875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1697744822875,28.364305096073892]}"
609,95.24397274290456,28.364305096073892,77.17875763512869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17875763512869,28.364305096073892]}"
610,95.24397274290456,28.364305096073892,77.18774078796989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18774078796989,28.364305096073892]}"
611,95.24397274290456,28.364305096073892,77.19672394081108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19672394081108,28.364305096073892]}"
612,95.24397274290456,28.364305096073892,77.20570709365228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20570709365228,28.364305096073892]}"
613,95.24397274290456,28.364305096073892,77.21469024649348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21469024649348,28.364305096073892]}"
614,95.24397274290456,28.364305096073892,77.22367339933467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22367339933467,28.364305096073892]}"
615,95.24397274290456,28.364305096073892,77.23265655217587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.23265655217587,28.364305096073892]}"
616,95.24397274290456,28.364305096073892,77.24163970501706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24163970501706,28.364305096073892]}"
617,95.2989117076062,28.364305096073892,77.25062285785826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25062285785826,28.364305096073892]}"
618,95.2989117076062,28.364305096073892,77.25960601069944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25960601069944,28.364305096073892]}"
619,95.2989117076062,28.364305096073892,77.26858916354064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26858916354064,28.364305096073892]}"
620,95.2989117076062,28.364305096073892,77.27757231638184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.27757231638184,28.364305096073892]}"
621,95.2989117076062,28.364305096073892,77.28655546922303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28655546922303,28.364305096073892]}"
622,95.2989117076062,28.364305096073892,77.29553862206423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,28.364305096073892]}"
623,95.2989117076062,28.364305096073892,77.30452177490542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30452177490542,28.364305096073892]}"
624,95.2989117076062,28.364305096073892,77.31350492774662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31350492774662,28.364305096073892]}"
625,95.2989117076062,28.364305096073892,77.32248808058782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.32248808058782,28.364305096073892]}"
626,95.2989117076062,28.364305096073892,77.33147123342901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33147123342901,28.364305096073892]}"
627,95.2989117076062,28.364305096073892,77.34045438627021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34045438627021,28.364305096073892]}"
628,95.2989117076062,28.364305096073892,77.3494375391114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3494375391114,28.364305096073892]}"
629,95.36761911174605,28.364305096073892,77.3584206919526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3584206919526,28.364305096073892]}"
630,95.36761911174605,28.364305096073892,77.3674038447938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3674038447938,28.364305096073892]}"
631,95.36761911174605,28.364305096073892,77.37638699763498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37638699763498,28.364305096073892]}"
632,95.36761911174605,28.364305096073892,77.38537015047618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38537015047618,28.364305096073892]}"
633,95.36761911174605,28.364305096073892,77.39435330331737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39435330331737,28.364305096073892]}"
634,95.36761911174605,28.364305096073892,77.40333645615857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40333645615857,28.364305096073892]}"
635,95.36761911174605,28.364305096073892,77.41231960899977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,28.364305096073892]}"
636,95.36761911174605,28.364305096073892,77.42130276184096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42130276184096,28.364305096073892]}"
637,95.36761911174605,28.364305096073892,77.43028591468216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43028591468216,28.364305096073892]}"
638,94.91876928267058,28.373288248915088,76.76553260443372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76553260443372,28.373288248915088]}"
639,94.91876928267058,28.373288248915088,76.77451575727491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.77451575727491,28.373288248915088]}"
640,94.91876928267058,28.373288248915088,76.78349891011611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.78349891011611,28.373288248915088]}"
641,94.91876928267058,28.373288248915088,76.7924820629573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7924820629573,28.373288248915088]}"
642,94.91876928267058,28.373288248915088,76.80146521579849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.80146521579849,28.373288248915088]}"
643,94.91876928267058,28.373288248915088,76.81044836863968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81044836863968,28.373288248915088]}"
644,94.91876928267058,28.373288248915088,76.81943152148088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81943152148088,28.373288248915088]}"
645,94.91876928267058,28.373288248915088,76.82841467432208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82841467432208,28.373288248915088]}"
646,94.91876928267058,28.373288248915088,76.83739782716327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83739782716327,28.373288248915088]}"
647,94.91876928267058,28.373288248915088,76.84638098000447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.84638098000447,28.373288248915088]}"
648,94.95582343815559,28.373288248915088,76.85536413284566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85536413284566,28.373288248915088]}"
649,94.95582343815559,28.373288248915088,76.86434728568686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86434728568686,28.373288248915088]}"
650,94.95582343815559,28.373288248915088,76.87333043852806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.87333043852806,28.373288248915088]}"
651,94.95582343815559,28.373288248915088,76.88231359136925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88231359136925,28.373288248915088]}"
652,94.95582343815559,28.373288248915088,76.89129674421045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.89129674421045,28.373288248915088]}"
653,94.95582343815559,28.373288248915088,76.90027989705165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90027989705165,28.373288248915088]}"
654,94.95582343815559,28.373288248915088,76.90926304989284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90926304989284,28.373288248915088]}"
655,94.95582343815559,28.373288248915088,76.91824620273403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91824620273403,28.373288248915088]}"
656,94.95582343815559,28.373288248915088,76.92722935557522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92722935557522,28.373288248915088]}"
657,94.95582343815559,28.373288248915088,76.93621250841642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93621250841642,28.373288248915088]}"
658,94.95582343815559,28.373288248915088,76.94519566125761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94519566125761,28.373288248915088]}"
659,95.05773142892475,28.373288248915088,76.95417881409881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95417881409881,28.373288248915088]}"
660,95.05773142892475,28.373288248915088,76.96316196694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96316196694,28.373288248915088]}"
661,95.05773142892475,28.373288248915088,76.9721451197812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9721451197812,28.373288248915088]}"
662,95.05773142892475,28.373288248915088,76.9811282726224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9811282726224,28.373288248915088]}"
663,95.05773142892475,28.373288248915088,76.9901114254636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9901114254636,28.373288248915088]}"
664,95.05773142892475,28.373288248915088,76.99909457830479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99909457830479,28.373288248915088]}"
665,95.05773142892475,28.373288248915088,77.00807773114599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.00807773114599,28.373288248915088]}"
666,95.05773142892475,28.373288248915088,77.01706088398718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.01706088398718,28.373288248915088]}"
667,95.05773142892475,28.373288248915088,77.02604403682838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.02604403682838,28.373288248915088]}"
668,95.05773142892475,28.373288248915088,77.03502718966956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03502718966956,28.373288248915088]}"
669,95.05773142892475,28.373288248915088,77.04401034251076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04401034251076,28.373288248915088]}"
670,95.16077619634564,28.373288248915088,77.05299349535196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05299349535196,28.373288248915088]}"
671,95.16077619634564,28.373288248915088,77.06197664819315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06197664819315,28.373288248915088]}"
672,95.16077619634564,28.373288248915088,77.07095980103435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07095980103435,28.373288248915088]}"
673,95.16077619634564,28.373288248915088,77.07994295387554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07994295387554,28.373288248915088]}"
674,95.16077619634564,28.373288248915088,77.08892610671674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08892610671674,28.373288248915088]}"
675,95.16077619634564,28.373288248915088,77.09790925955794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.09790925955794,28.373288248915088]}"
676,95.16077619634564,28.373288248915088,77.10689241239913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10689241239913,28.373288248915088]}"
677,95.16077619634564,28.373288248915088,77.11587556524033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11587556524033,28.373288248915088]}"
678,95.16077619634564,28.373288248915088,77.12485871808153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12485871808153,28.373288248915088]}"
679,95.16077619634564,28.373288248915088,77.13384187092272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13384187092272,28.373288248915088]}"
680,95.16077619634564,28.373288248915088,77.14282502376392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.14282502376392,28.373288248915088]}"
681,95.24397274290456,28.373288248915088,77.1518081766051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1518081766051,28.373288248915088]}"
682,95.24397274290456,28.373288248915088,77.1607913294463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1607913294463,28.373288248915088]}"
683,95.24397274290456,28.373288248915088,77.1697744822875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1697744822875,28.373288248915088]}"
684,95.24397274290456,28.373288248915088,77.17875763512869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17875763512869,28.373288248915088]}"
685,95.24397274290456,28.373288248915088,77.18774078796989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18774078796989,28.373288248915088]}"
686,95.24397274290456,28.373288248915088,77.19672394081108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19672394081108,28.373288248915088]}"
687,95.24397274290456,28.373288248915088,77.20570709365228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20570709365228,28.373288248915088]}"
688,95.24397274290456,28.373288248915088,77.21469024649348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21469024649348,28.373288248915088]}"
689,95.24397274290456,28.373288248915088,77.22367339933467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22367339933467,28.373288248915088]}"
690,95.24397274290456,28.373288248915088,77.23265655217587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.23265655217587,28.373288248915088]}"
691,95.24397274290456,28.373288248915088,77.24163970501706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24163970501706,28.373288248915088]}"
692,95.2989117076062,28.373288248915088,77.25062285785826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25062285785826,28.373288248915088]}"
693,95.2989117076062,28.373288248915088,77.25960601069944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25960601069944,28.373288248915088]}"
694,95.2989117076062,28.373288248915088,77.26858916354064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26858916354064,28.373288248915088]}"
695,95.2989117076062,28.373288248915088,77.27757231638184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.27757231638184,28.373288248915088]}"
696,95.2989117076062,28.373288248915088,77.28655546922303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28655546922303,28.373288248915088]}"
697,95.2989117076062,28.373288248915088,77.29553862206423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,28.373288248915088]}"
698,95.2989117076062,28.373288248915088,77.30452177490542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30452177490542,28.373288248915088]}"
699,95.2989117076062,28.373288248915088,77.31350492774662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31350492774662,28.373288248915088]}"
700,95.2989117076062,28.373288248915088,77.32248808058782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.32248808058782,28.373288248915088]}"
701,95.2989117076062,28.373288248915088,77.33147123342901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33147123342901,28.373288248915088]}"
702,95.2989117076062,28.373288248915088,77.34045438627021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34045438627021,28.373288248915088]}"
703,95.2989117076062,28.373288248915088,77.3494375391114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3494375391114,28.373288248915088]}"
704,95.36761911174605,28.373288248915088,77.3584206919526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3584206919526,28.373288248915088]}"
705,95.36761911174605,28.373288248915088,77.3674038447938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3674038447938,28.373288248915088]}"
706,95.36761911174605,28.373288248915088,77.37638699763498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.37638699763498,28.373288248915088]}"
707,95.36761911174605,28.373288248915088,77.38537015047618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38537015047618,28.373288248915088]}"
708,95.36761911174605,28.373288248915088,77.39435330331737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39435330331737,28.373288248915088]}"
709,95.36761911174605,28.373288248915088,77.40333645615857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.40333645615857,28.373288248915088]}"
710,95.36761911174605,28.373288248915088,77.41231960899977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,28.373288248915088]}"
711,95.36761911174605,28.373288248915088,77.42130276184096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42130276184096,28.373288248915088]}"
712,95.36761911174605,28.373288248915088,77.43028591468216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43028591468216,28.373288248915088]}"
713,95.36761911174605,28.373288248915088,77.43926906752336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43926906752336,28.373288248915088]}"
714,94.91876928267058,28.382271401756284,76.75654945159252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.75654945159252,28.382271401756284]}"
715,94.91876928267058,28.382271401756284,76.76553260443372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76553260443372,28.382271401756284]}"
716,94.91876928267058,28.382271401756284,76.77451575727491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.77451575727491,28.382271401756284]}"
717,94.91876928267058,28.382271401756284,76.78349891011611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.78349891011611,28.382271401756284]}"
718,94.91876928267058,28.382271401756284,76.7924820629573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7924820629573,28.382271401756284]}"
719,94.91876928267058,28.382271401756284,76.80146521579849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.80146521579849,28.382271401756284]}"
720,94.91876928267058,28.382271401756284,76.81044836863968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81044836863968,28.382271401756284]}"
721,94.91876928267058,28.382271401756284,76.81943152148088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.81943152148088,28.382271401756284]}"
722,94.91876928267058,28.382271401756284,76.82841467432208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82841467432208,28.382271401756284]}"
723,94.91876928267058,28.382271401756284,76.83739782716327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.83739782716327,28.382271401756284]}"
724,94.91876928267058,28.382271401756284,76.84638098000447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.84638098000447,28.382271401756284]}"
725,94.95582343815559,28.382271401756284,76.85536413284566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85536413284566,28.382271401756284]}"
726,94.95582343815559,28.382271401756284,76.86434728568686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86434728568686,28.382271401756284]}"
727,94.95582343815559,28.382271401756284,76.87333043852806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.87333043852806,28.382271401756284]}"
728,94.95582343815559,28.382271401756284,76.88231359136925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.88231359136925,28.382271401756284]}"
729,94.95582343815559,28.382271401756284,76.89129674421045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.89129674421045,28.382271401756284]}"
730,94.95582343815559,28.382271401756284,76.90027989705165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90027989705165,28.382271401756284]}"
731,94.95582343815559,28.382271401756284,76.90926304989284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90926304989284,28.382271401756284]}"
732,94.95582343815559,28.382271401756284,76.91824620273403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91824620273403,28.382271401756284]}"
733,94.95582343815559,28.382271401756284,76.92722935557522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92722935557522,28.382271401756284]}"
734,94.95582343815559,28.382271401756284,76.93621250841642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93621250841642,28.382271401756284]}"
735,94.95582343815559,28.382271401756284,76.94519566125761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94519566125761,28.382271401756284]}"
