system:index,Humidity,Latitude,Longitude,.geo
113,95.09565031769003,28.292439873344332,77.06197664819315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06197664819315,28.292439873344332]}"
114,95.09565031769003,28.292439873344332,77.07095980103435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07095980103435,28.292439873344332]}"
115,95.09565031769003,28.292439873344332,77.07994295387554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07994295387554,28.292439873344332]}"
116,95.09565031769003,28.292439873344332,77.08892610671674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08892610671674,28.292439873344332]}"
117,95.09565031769003,28.292439873344332,77.09790925955794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.09790925955794,28.292439873344332]}"
118,95.09565031769003,28.292439873344332,77.10689241239913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.10689241239913,28.292439873344332]}"
119,95.09565031769003,28.292439873344332,77.11587556524033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.11587556524033,28.292439873344332]}"
120,95.09565031769003,28.292439873344332,77.12485871808153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12485871808153,28.292439873344332]}"
121,95.09565031769003,28.292439873344332,77.13384187092272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.13384187092272,28.292439873344332]}"
122,95.09565031769003,28.292439873344332,77.14282502376392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.14282502376392,28.292439873344332]}"
123,95.18434898273965,28.292439873344332,77.1518081766051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1518081766051,28.292439873344332]}"
124,95.18434898273965,28.292439873344332,77.1607913294463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1607913294463,28.292439873344332]}"
125,95.18434898273965,28.292439873344332,77.1697744822875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1697744822875,28.292439873344332]}"
126,95.18434898273965,28.292439873344332,77.17875763512869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.17875763512869,28.292439873344332]}"
127,95.18434898273965,28.292439873344332,77.18774078796989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18774078796989,28.292439873344332]}"
128,95.18434898273965,28.292439873344332,77.19672394081108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19672394081108,28.292439873344332]}"
129,95.18434898273965,28.292439873344332,77.20570709365228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20570709365228,28.292439873344332]}"
130,95.18434898273965,28.292439873344332,77.21469024649348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21469024649348,28.292439873344332]}"
131,95.18434898273965,28.292439873344332,77.22367339933467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.22367339933467,28.292439873344332]}"
132,95.18434898273965,28.292439873344332,77.23265655217587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.23265655217587,28.292439873344332]}"
133,95.18434898273965,28.292439873344332,77.24163970501706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24163970501706,28.292439873344332]}"
134,95.23738561693662,28.292439873344332,77.25062285785826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25062285785826,28.292439873344332]}"
135,95.23738561693662,28.292439873344332,77.25960601069944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25960601069944,28.292439873344332]}"
136,95.23738561693662,28.292439873344332,77.26858916354064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26858916354064,28.292439873344332]}"
137,95.23738561693662,28.292439873344332,77.27757231638184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.27757231638184,28.292439873344332]}"
138,95.23738561693662,28.292439873344332,77.28655546922303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28655546922303,28.292439873344332]}"
139,95.23738561693662,28.292439873344332,77.29553862206423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.29553862206423,28.292439873344332]}"
140,94.89084374290691,28.301423026185525,76.89129674421045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.89129674421045,28.301423026185525]}"
141,94.89084374290691,28.301423026185525,76.90027989705165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90027989705165,28.301423026185525]}"
142,94.89084374290691,28.301423026185525,76.90926304989284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.90926304989284,28.301423026185525]}"
143,94.89084374290691,28.301423026185525,76.91824620273403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91824620273403,28.301423026185525]}"
144,94.89084374290691,28.301423026185525,76.92722935557522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.92722935557522,28.301423026185525]}"
145,94.89084374290691,28.301423026185525,76.93621250841642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93621250841642,28.301423026185525]}"
146,94.89084374290691,28.301423026185525,76.94519566125761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94519566125761,28.301423026185525]}"
