system:index,BuildingDensity,Latitude,Longitude,.geo
2006,0,28.81423452761803,77.41793917371523,"{""type"":""Point"",""coordinates"":[77.41793917371523,28.81423452761803]}"
2007,745,28.63278884034347,76.72888046646551,"{""type"":""Point"",""coordinates"":[76.72888046646551,28.63278884034347]}"
2008,0,28.510158157603847,77.27653354817691,"{""type"":""Point"",""coordinates"":[77.27653354817691,28.510158157603847]}"
2009,0,28.943466426976414,76.88307614677892,"{""type"":""Point"",""coordinates"":[76.88307614677892,28.943466426976414]}"
2010,0,28.98713460723645,76.93602087016687,"{""type"":""Point"",""coordinates"":[76.93602087016687,28.98713460723645]}"
2011,927,28.621946248924708,77.12640403425772,"{""type"":""Point"",""coordinates"":[77.12640403425772,28.621946248924708]}"
2012,273,28.4877852097804,77.38816874153648,"{""type"":""Point"",""coordinates"":[77.38816874153648,28.4877852097804]}"
2013,2215,28.476010006455507,77.20299786576203,"{""type"":""Point"",""coordinates"":[77.20299786576203,28.476010006455507]}"
2014,78,28.57893702163197,76.70798495711979,"{""type"":""Point"",""coordinates"":[76.70798495711979,28.57893702163197]}"
2015,7149,28.661753554449376,77.20839866694271,"{""type"":""Point"",""coordinates"":[77.20839866694271,28.661753554449376]}"
2016,0,29.066953871343582,77.40453359011427,"{""type"":""Point"",""coordinates"":[77.40453359011427,29.066953871343582]}"
2017,41,28.657764784731228,76.84172851962107,"{""type"":""Point"",""coordinates"":[76.84172851962107,28.657764784731228]}"
2018,0,29.13608159003597,76.98303546553826,"{""type"":""Point"",""coordinates"":[76.98303546553826,29.13608159003597]}"
2019,0,28.428009801912086,77.4845296747697,"{""type"":""Point"",""coordinates"":[77.4845296747697,28.428009801912086]}"
2020,3058,28.487340152864853,77.41751263247592,"{""type"":""Point"",""coordinates"":[77.41751263247592,28.487340152864853]}"
2021,0,28.34638315403988,77.05076248312649,"{""type"":""Point"",""coordinates"":[77.05076248312649,28.34638315403988]}"
2022,2127,28.86182376876568,77.36125335709346,"{""type"":""Point"",""coordinates"":[77.36125335709346,28.86182376876568]}"
2023,1566,28.428233349764124,76.86888548817093,"{""type"":""Point"",""coordinates"":[76.86888548817093,28.428233349764124]}"
2024,0,28.883271038137202,77.05403084907705,"{""type"":""Point"",""coordinates"":[77.05403084907705,28.883271038137202]}"
2025,0,28.780887527085547,77.41199679074526,"{""type"":""Point"",""coordinates"":[77.41199679074526,28.780887527085547]}"
2026,6,28.525014606368806,77.24834925139888,"{""type"":""Point"",""coordinates"":[77.24834925139888,28.525014606368806]}"
2027,0,28.7204319154251,76.89909723914836,"{""type"":""Point"",""coordinates"":[76.89909723914836,28.7204319154251]}"
2028,0,28.859155368109157,76.90085869360752,"{""type"":""Point"",""coordinates"":[76.90085869360752,28.859155368109157]}"
2029,2784,28.44914768334505,76.92865761456227,"{""type"":""Point"",""coordinates"":[76.92865761456227,28.44914768334505]}"
2030,1797,28.81544225109289,77.27586901744039,"{""type"":""Point"",""coordinates"":[77.27586901744039,28.81544225109289]}"
2031,0,28.791687096623903,76.80279870263512,"{""type"":""Point"",""coordinates"":[76.80279870263512,28.791687096623903]}"
2032,6732,28.44989994464507,77.010165910032,"{""type"":""Point"",""coordinates"":[77.010165910032,28.44989994464507]}"
2033,0,29.076541508665343,76.87088685786551,"{""type"":""Point"",""coordinates"":[76.87088685786551,29.076541508665343]}"
2034,0,28.964717746445434,76.86932297620892,"{""type"":""Point"",""coordinates"":[76.86932297620892,28.964717746445434]}"
2035,2878,28.68234011953504,76.92950769932851,"{""type"":""Point"",""coordinates"":[76.92950769932851,28.68234011953504]}"
2036,252,28.77245051448393,77.10431461778376,"{""type"":""Point"",""coordinates"":[77.10431461778376,28.77245051448393]}"
2037,0,29.009650398149468,76.78712849127947,"{""type"":""Point"",""coordinates"":[76.78712849127947,29.009650398149468]}"
2038,0,28.891331877666182,76.69446397627091,"{""type"":""Point"",""coordinates"":[76.69446397627091,28.891331877666182]}"
2039,0,28.89900630087365,77.00473399327046,"{""type"":""Point"",""coordinates"":[77.00473399327046,28.89900630087365]}"
2040,5946,28.52012744368034,76.9844554891772,"{""type"":""Point"",""coordinates"":[76.9844554891772,28.52012744368034]}"
2041,0,28.84372662510583,76.74626694644923,"{""type"":""Point"",""coordinates"":[76.74626694644923,28.84372662510583]}"
2042,0,29.147905226867774,77.08054431091247,"{""type"":""Point"",""coordinates"":[77.08054431091247,29.147905226867774]}"
2043,0,28.507114700283747,77.27303026264585,"{""type"":""Point"",""coordinates"":[77.27303026264585,28.507114700283747]}"
2044,0,28.799876785779375,77.28472741410435,"{""type"":""Point"",""coordinates"":[77.28472741410435,28.799876785779375]}"
2045,0,28.476334165650165,76.8447316354043,"{""type"":""Point"",""coordinates"":[76.8447316354043,28.476334165650165]}"
2046,0,28.848684649644916,76.74254190588873,"{""type"":""Point"",""coordinates"":[76.74254190588873,28.848684649644916]}"
2047,1958,28.33427485202536,76.95988813498633,"{""type"":""Point"",""coordinates"":[76.95988813498633,28.33427485202536]}"
2048,3921,28.508714337792146,77.2905070382615,"{""type"":""Point"",""coordinates"":[77.2905070382615,28.508714337792146]}"
2049,1351,28.444614553462245,76.9439722727898,"{""type"":""Point"",""coordinates"":[76.9439722727898,28.444614553462245]}"
2050,0,28.908566026797526,76.99532115655066,"{""type"":""Point"",""coordinates"":[76.99532115655066,28.908566026797526]}"
2051,39,28.879384131004958,76.66360341049081,"{""type"":""Point"",""coordinates"":[76.66360341049081,28.879384131004958]}"
2052,0,28.276480984005268,77.0842814077171,"{""type"":""Point"",""coordinates"":[77.0842814077171,28.276480984005268]}"
2053,0,28.81420769823836,77.2562107512,"{""type"":""Point"",""coordinates"":[77.2562107512,28.81420769823836]}"
2054,0,29.056114894452694,76.95970422731666,"{""type"":""Point"",""coordinates"":[76.95970422731666,29.056114894452694]}"
2055,0,28.915238975781737,76.9751201184717,"{""type"":""Point"",""coordinates"":[76.9751201184717,28.915238975781737]}"
2056,490,28.544273882618253,77.00797361007044,"{""type"":""Point"",""coordinates"":[77.00797361007044,28.544273882618253]}"
2057,0,28.577990741100415,76.91651756280748,"{""type"":""Point"",""coordinates"":[76.91651756280748,28.577990741100415]}"
2058,0,28.885382887662647,77.25261701854494,"{""type"":""Point"",""coordinates"":[77.25261701854494,28.885382887662647]}"
2059,0,28.482820626804696,77.4474237661621,"{""type"":""Point"",""coordinates"":[77.4474237661621,28.482820626804696]}"
2060,0,28.48767189805791,77.36537539291933,"{""type"":""Point"",""coordinates"":[77.36537539291933,28.48767189805791]}"
2061,0,28.647778283111883,76.91245446182664,"{""type"":""Point"",""coordinates"":[76.91245446182664,28.647778283111883]}"
2062,16,29.025740577004452,76.76805911043742,"{""type"":""Point"",""coordinates"":[76.76805911043742,29.025740577004452]}"
2063,0,29.021937637624475,76.84184364569258,"{""type"":""Point"",""coordinates"":[76.84184364569258,29.021937637624475]}"
2064,5403,28.687128341435326,77.43858169067568,"{""type"":""Point"",""coordinates"":[77.43858169067568,28.687128341435326]}"
2065,0,28.865004477764675,77.36042276694921,"{""type"":""Point"",""coordinates"":[77.36042276694921,28.865004477764675]}"
2066,81,28.479552977179846,76.89720682003001,"{""type"":""Point"",""coordinates"":[76.89720682003001,28.479552977179846]}"
2067,4147,28.655112174162603,77.32002874126461,"{""type"":""Point"",""coordinates"":[77.32002874126461,28.655112174162603]}"
2068,0,28.997442338838486,76.96231931591522,"{""type"":""Point"",""coordinates"":[76.96231931591522,28.997442338838486]}"
2069,0,28.891662086328694,77.20212955349248,"{""type"":""Point"",""coordinates"":[77.20212955349248,28.891662086328694]}"
2070,0,28.462711798701342,77.3436977574643,"{""type"":""Point"",""coordinates"":[77.3436977574643,28.462711798701342]}"
2071,6665,28.58846432106488,77.31259493862713,"{""type"":""Point"",""coordinates"":[77.31259493862713,28.58846432106488]}"
2072,0,28.748826758208292,76.59815534577393,"{""type"":""Point"",""coordinates"":[76.59815534577393,28.748826758208292]}"
2073,0,28.82337344656852,76.94354890733099,"{""type"":""Point"",""coordinates"":[76.94354890733099,28.82337344656852]}"
2074,600,28.958795722245362,77.00584607116691,"{""type"":""Point"",""coordinates"":[77.00584607116691,28.958795722245362]}"
2075,0,28.858675311126376,76.97890480687667,"{""type"":""Point"",""coordinates"":[76.97890480687667,28.858675311126376]}"
2076,0,28.77205849390006,77.56360060877414,"{""type"":""Point"",""coordinates"":[77.56360060877414,28.77205849390006]}"
2077,0,28.982456788410946,77.41552017707174,"{""type"":""Point"",""coordinates"":[77.41552017707174,28.982456788410946]}"
2078,116,28.338475777273146,77.29223364492495,"{""type"":""Point"",""coordinates"":[77.29223364492495,28.338475777273146]}"
2079,3674,28.70822269796817,77.5807538307043,"{""type"":""Point"",""coordinates"":[77.5807538307043,28.70822269796817]}"
2080,0,28.8649085551541,76.72221314552395,"{""type"":""Point"",""coordinates"":[76.72221314552395,28.8649085551541]}"
2081,0,28.715063447932376,77.37759913731996,"{""type"":""Point"",""coordinates"":[77.37759913731996,28.715063447932376]}"
2082,0,28.81067260151093,76.67829756669182,"{""type"":""Point"",""coordinates"":[76.67829756669182,28.81067260151093]}"
2083,10,28.82347718378333,76.81349841724868,"{""type"":""Point"",""coordinates"":[76.81349841724868,28.82347718378333]}"
2084,0,28.617063833175276,76.82545658129929,"{""type"":""Point"",""coordinates"":[76.82545658129929,28.617063833175276]}"
2085,0,28.991949713846115,77.4318070943831,"{""type"":""Point"",""coordinates"":[77.4318070943831,28.991949713846115]}"
2086,0,28.983017340073165,77.28708202903084,"{""type"":""Point"",""coordinates"":[77.28708202903084,28.983017340073165]}"
2087,37,28.312207691619083,77.26937721584486,"{""type"":""Point"",""coordinates"":[77.26937721584486,28.312207691619083]}"
2088,0,28.47915177903491,77.45189055436389,"{""type"":""Point"",""coordinates"":[77.45189055436389,28.47915177903491]}"
2089,5,28.740045356441417,77.04624349507768,"{""type"":""Point"",""coordinates"":[77.04624349507768,28.740045356441417]}"
2090,0,29.089589840566948,77.04185595251539,"{""type"":""Point"",""coordinates"":[77.04185595251539,29.089589840566948]}"
2091,0,28.795367300805548,77.49741771950382,"{""type"":""Point"",""coordinates"":[77.49741771950382,28.795367300805548]}"
2092,0,28.740442124630714,76.9294368732566,"{""type"":""Point"",""coordinates"":[76.9294368732566,28.740442124630714]}"
2093,0,28.32895419215517,77.26538196063818,"{""type"":""Point"",""coordinates"":[77.26538196063818,28.32895419215517]}"
2094,4229,28.77993067120609,76.77123903784388,"{""type"":""Point"",""coordinates"":[76.77123903784388,28.77993067120609]}"
2095,0,28.76971125487814,76.59848070131274,"{""type"":""Point"",""coordinates"":[76.59848070131274,28.76971125487814]}"
2096,5140,28.644640804512896,77.22654712996396,"{""type"":""Point"",""coordinates"":[77.22654712996396,28.644640804512896]}"
2097,0,28.45258432809174,77.25550534376669,"{""type"":""Point"",""coordinates"":[77.25550534376669,28.45258432809174]}"
2098,0,28.312701695714004,77.09499081827916,"{""type"":""Point"",""coordinates"":[77.09499081827916,28.312701695714004]}"
2099,0,28.492918498687985,77.35511191133936,"{""type"":""Point"",""coordinates"":[77.35511191133936,28.492918498687985]}"
2100,0,28.41264939964635,77.18310954577771,"{""type"":""Point"",""coordinates"":[77.18310954577771,28.41264939964635]}"
2101,3144,28.519183195909214,77.48090524506966,"{""type"":""Point"",""coordinates"":[77.48090524506966,28.519183195909214]}"
2102,0,28.95804641904665,77.17944215705789,"{""type"":""Point"",""coordinates"":[77.17944215705789,28.95804641904665]}"
2103,0,28.88330389937039,76.87495819954412,"{""type"":""Point"",""coordinates"":[76.87495819954412,28.88330389937039]}"
2104,0,28.723676636797478,76.62496995253355,"{""type"":""Point"",""coordinates"":[76.62496995253355,28.723676636797478]}"
2105,2761,28.382843598830064,77.08445770198968,"{""type"":""Point"",""coordinates"":[77.08445770198968,28.382843598830064]}"
2106,0,28.588601601132847,76.73217591263528,"{""type"":""Point"",""coordinates"":[76.73217591263528,28.588601601132847]}"
2107,0,28.8406812099969,77.4683994305816,"{""type"":""Point"",""coordinates"":[77.4683994305816,28.8406812099969]}"
2108,0,28.510466294292044,77.19244196206574,"{""type"":""Point"",""coordinates"":[77.19244196206574,28.510466294292044]}"
2109,0,28.640767937662353,76.88920093690002,"{""type"":""Point"",""coordinates"":[76.88920093690002,28.640767937662353]}"
2110,0,29.03633558691127,76.83185274255801,"{""type"":""Point"",""coordinates"":[76.83185274255801,29.03633558691127]}"
2111,0,28.895217260312634,76.94180541322855,"{""type"":""Point"",""coordinates"":[76.94180541322855,28.895217260312634]}"
2112,0,28.661693046946866,76.79397446767794,"{""type"":""Point"",""coordinates"":[76.79397446767794,28.661693046946866]}"
2113,0,28.40547800905041,77.44307061896166,"{""type"":""Point"",""coordinates"":[77.44307061896166,28.40547800905041]}"
2114,0,28.675997591032907,76.88154721950211,"{""type"":""Point"",""coordinates"":[76.88154721950211,28.675997591032907]}"
2115,9,28.63991976879464,77.47985985662206,"{""type"":""Point"",""coordinates"":[77.47985985662206,28.63991976879464]}"
2116,6582,28.884826983572612,77.24115637866063,"{""type"":""Point"",""coordinates"":[77.24115637866063,28.884826983572612]}"
2117,1,28.925845066135043,76.83818139984334,"{""type"":""Point"",""coordinates"":[76.83818139984334,28.925845066135043]}"
2118,3717,29.03134609489179,77.23374728453352,"{""type"":""Point"",""coordinates"":[77.23374728453352,29.03134609489179]}"
2119,0,28.285610539206264,77.16387598399122,"{""type"":""Point"",""coordinates"":[77.16387598399122,28.285610539206264]}"
2120,0,28.935191724252107,76.82366704750075,"{""type"":""Point"",""coordinates"":[76.82366704750075,28.935191724252107]}"
2121,0,28.43769918866034,76.78657985383751,"{""type"":""Point"",""coordinates"":[76.78657985383751,28.43769918866034]}"
2122,0,28.898460343641734,77.43044184206617,"{""type"":""Point"",""coordinates"":[77.43044184206617,28.898460343641734]}"
2123,273,28.389111359669343,77.35772653410471,"{""type"":""Point"",""coordinates"":[77.35772653410471,28.389111359669343]}"
2124,0,28.784555302992043,77.01402870586153,"{""type"":""Point"",""coordinates"":[77.01402870586153,28.784555302992043]}"
2125,0,28.87543792399092,76.70268423165187,"{""type"":""Point"",""coordinates"":[76.70268423165187,28.87543792399092]}"
2126,5604,28.77343929736263,77.17715307585192,"{""type"":""Point"",""coordinates"":[77.17715307585192,28.77343929736263]}"
2127,3344,28.3827567864367,76.96599651167894,"{""type"":""Point"",""coordinates"":[76.96599651167894,28.3827567864367]}"
2128,5840,28.912980165347342,77.11902729626529,"{""type"":""Point"",""coordinates"":[77.11902729626529,28.912980165347342]}"
2129,0,28.91125160585397,77.27934394444395,"{""type"":""Point"",""coordinates"":[77.27934394444395,28.91125160585397]}"
2130,0,28.497895101771988,77.27383439759409,"{""type"":""Point"",""coordinates"":[77.27383439759409,28.497895101771988]}"
2131,559,28.386711553789386,77.107328620389,"{""type"":""Point"",""coordinates"":[77.107328620389,28.386711553789386]}"
2132,24,28.43037491699078,77.12656779723459,"{""type"":""Point"",""coordinates"":[77.12656779723459,28.43037491699078]}"
2133,4825,28.38836271728248,77.33267233762098,"{""type"":""Point"",""coordinates"":[77.33267233762098,28.38836271728248]}"
2134,750,28.610449047145366,77.22440903396723,"{""type"":""Point"",""coordinates"":[77.22440903396723,28.610449047145366]}"
2135,6038,28.736810055711743,77.30120268110566,"{""type"":""Point"",""coordinates"":[77.30120268110566,28.736810055711743]}"
2136,4997,28.751081612296208,77.28201622097077,"{""type"":""Point"",""coordinates"":[77.28201622097077,28.751081612296208]}"
2137,1674,28.646866239371363,76.72958812305589,"{""type"":""Point"",""coordinates"":[76.72958812305589,28.646866239371363]}"
2138,0,28.862121608851027,77.32858181264224,"{""type"":""Point"",""coordinates"":[77.32858181264224,28.862121608851027]}"
2139,0,29.05941200706239,76.95410292833657,"{""type"":""Point"",""coordinates"":[76.95410292833657,29.05941200706239]}"
2140,0,28.29338583193548,77.13578928743732,"{""type"":""Point"",""coordinates"":[77.13578928743732,28.29338583193548]}"
2141,3390,28.549788371388267,77.24849070388075,"{""type"":""Point"",""coordinates"":[77.24849070388075,28.549788371388267]}"
2142,2473,28.426337696151563,77.30386968719937,"{""type"":""Point"",""coordinates"":[77.30386968719937,28.426337696151563]}"
2143,195,28.31371844899756,77.01875599918108,"{""type"":""Point"",""coordinates"":[77.01875599918108,28.31371844899756]}"
2144,2237,28.54256886125289,77.45567483970326,"{""type"":""Point"",""coordinates"":[77.45567483970326,28.54256886125289]}"
2145,0,29.106380683282385,76.95573827472379,"{""type"":""Point"",""coordinates"":[76.95573827472379,29.106380683282385]}"
2146,0,28.67294266208604,76.61777455740817,"{""type"":""Point"",""coordinates"":[76.61777455740817,28.67294266208604]}"
2147,9,28.39390678581734,77.28116196498064,"{""type"":""Point"",""coordinates"":[77.28116196498064,28.39390678581734]}"
2148,2,28.62297491606873,76.8019463099317,"{""type"":""Point"",""coordinates"":[76.8019463099317,28.62297491606873]}"
2149,0,28.660546875511525,76.64928791585153,"{""type"":""Point"",""coordinates"":[76.64928791585153,28.660546875511525]}"
2150,0,28.389041363050026,76.7930989122341,"{""type"":""Point"",""coordinates"":[76.7930989122341,28.389041363050026]}"
2151,126,28.780892130092166,77.04289829794259,"{""type"":""Point"",""coordinates"":[77.04289829794259,28.780892130092166]}"
2152,0,28.662739381599486,77.52705691567847,"{""type"":""Point"",""coordinates"":[77.52705691567847,28.662739381599486]}"
2153,4252,28.463277087796982,77.26372877074513,"{""type"":""Point"",""coordinates"":[77.26372877074513,28.463277087796982]}"
2154,0,28.839723551278183,77.03594207272306,"{""type"":""Point"",""coordinates"":[77.03594207272306,28.839723551278183]}"
2155,1200,29.003169903047137,77.08397246000001,"{""type"":""Point"",""coordinates"":[77.08397246000001,29.003169903047137]}"
2156,0,28.71117723561547,77.48200094900679,"{""type"":""Point"",""coordinates"":[77.48200094900679,28.71117723561547]}"
2157,0,28.991580686796876,76.74551955119746,"{""type"":""Point"",""coordinates"":[76.74551955119746,28.991580686796876]}"
2158,0,29.029589142665802,76.85996494984423,"{""type"":""Point"",""coordinates"":[76.85996494984423,29.029589142665802]}"
2159,0,28.89687359478759,77.21196787693154,"{""type"":""Point"",""coordinates"":[77.21196787693154,28.89687359478759]}"
2160,0,28.765234941114574,76.86162543174466,"{""type"":""Point"",""coordinates"":[76.86162543174466,28.765234941114574]}"
2161,4362,28.983210549698565,77.03341343239472,"{""type"":""Point"",""coordinates"":[77.03341343239472,28.983210549698565]}"
2162,0,28.497549148602264,76.92165321337518,"{""type"":""Point"",""coordinates"":[76.92165321337518,28.497549148602264]}"
2163,0,28.804816863089986,77.06770909611289,"{""type"":""Point"",""coordinates"":[77.06770909611289,28.804816863089986]}"
2164,0,28.923068042313325,77.22507815209238,"{""type"":""Point"",""coordinates"":[77.22507815209238,28.923068042313325]}"
2165,0,28.97017841133651,77.29159633742685,"{""type"":""Point"",""coordinates"":[77.29159633742685,28.97017841133651]}"
2166,0,28.938367498163053,76.96858571923838,"{""type"":""Point"",""coordinates"":[76.96858571923838,28.938367498163053]}"
2167,0,28.388402487090275,77.44805147118726,"{""type"":""Point"",""coordinates"":[77.44805147118726,28.388402487090275]}"
2168,1942,28.634827132498664,77.2536965636499,"{""type"":""Point"",""coordinates"":[77.2536965636499,28.634827132498664]}"
2169,2091,28.417457681301634,76.9180532883421,"{""type"":""Point"",""coordinates"":[76.9180532883421,28.417457681301634]}"
2170,4180,28.52936545677024,77.15396279727815,"{""type"":""Point"",""coordinates"":[77.15396279727815,28.52936545677024]}"
2171,0,28.42110125409744,77.02442750877663,"{""type"":""Point"",""coordinates"":[77.02442750877663,28.42110125409744]}"
2172,0,28.92666508281323,76.85607481859883,"{""type"":""Point"",""coordinates"":[76.85607481859883,28.92666508281323]}"
2173,0,28.84463314957298,77.52860463750605,"{""type"":""Point"",""coordinates"":[77.52860463750605,28.84463314957298]}"
2174,0,28.634028797576846,76.60038912534804,"{""type"":""Point"",""coordinates"":[76.60038912534804,28.634028797576846]}"
2175,3585,28.421759003805064,77.08966264449509,"{""type"":""Point"",""coordinates"":[77.08966264449509,28.421759003805064]}"
2176,0,28.96768974009599,77.35273655213996,"{""type"":""Point"",""coordinates"":[77.35273655213996,28.96768974009599]}"
2177,1974,28.727972926512628,77.37090273663925,"{""type"":""Point"",""coordinates"":[77.37090273663925,28.727972926512628]}"
2178,6383,29.00175774146357,77.09250719239682,"{""type"":""Point"",""coordinates"":[77.09250719239682,29.00175774146357]}"
2179,0,29.02379072783681,77.34119712945746,"{""type"":""Point"",""coordinates"":[77.34119712945746,29.02379072783681]}"
2180,0,28.886333905421058,77.4813585917232,"{""type"":""Point"",""coordinates"":[77.4813585917232,28.886333905421058]}"
2181,0,28.497009807099623,77.26026978302815,"{""type"":""Point"",""coordinates"":[77.26026978302815,28.497009807099623]}"
2182,0,28.696645279162155,77.23072513134916,"{""type"":""Point"",""coordinates"":[77.23072513134916,28.696645279162155]}"
2183,5861,28.634492091627383,77.41980725908934,"{""type"":""Point"",""coordinates"":[77.41980725908934,28.634492091627383]}"
2184,5,28.551893717027344,76.98987671318189,"{""type"":""Point"",""coordinates"":[76.98987671318189,28.551893717027344]}"
2185,0,28.611056484933982,77.14925480700852,"{""type"":""Point"",""coordinates"":[77.14925480700852,28.611056484933982]}"
2186,24,28.86502475496886,76.77617188706694,"{""type"":""Point"",""coordinates"":[76.77617188706694,28.86502475496886]}"
2187,0,28.445196481318828,76.69989177027556,"{""type"":""Point"",""coordinates"":[76.69989177027556,28.445196481318828]}"
2188,0,28.707926739212898,77.53361739271769,"{""type"":""Point"",""coordinates"":[77.53361739271769,28.707926739212898]}"
2189,0,28.63973978491203,76.78066713597516,"{""type"":""Point"",""coordinates"":[76.78066713597516,28.63973978491203]}"
2190,0,28.88448384266093,77.4633100882652,"{""type"":""Point"",""coordinates"":[77.4633100882652,28.88448384266093]}"
2191,0,28.461516711211996,76.69005588172196,"{""type"":""Point"",""coordinates"":[76.69005588172196,28.461516711211996]}"
2192,0,29.023451600177115,77.34723152040691,"{""type"":""Point"",""coordinates"":[77.34723152040691,29.023451600177115]}"
2193,0,28.347332493882657,77.07817520845099,"{""type"":""Point"",""coordinates"":[77.07817520845099,28.347332493882657]}"
2194,4200,28.644096615866367,77.37990264049269,"{""type"":""Point"",""coordinates"":[77.37990264049269,28.644096615866367]}"
2195,4130,28.536894831119568,77.11737519521715,"{""type"":""Point"",""coordinates"":[77.11737519521715,28.536894831119568]}"
2196,0,28.587354215176905,77.4835619094753,"{""type"":""Point"",""coordinates"":[77.4835619094753,28.587354215176905]}"
2197,0,28.892983297184216,77.46271140077947,"{""type"":""Point"",""coordinates"":[77.46271140077947,28.892983297184216]}"
2198,0,28.370376261484502,77.1373890623994,"{""type"":""Point"",""coordinates"":[77.1373890623994,28.370376261484502]}"
2199,62,28.949476813463413,77.46061573857872,"{""type"":""Point"",""coordinates"":[77.46061573857872,28.949476813463413]}"
2200,9,29.0224741205697,77.23466628325447,"{""type"":""Point"",""coordinates"":[77.23466628325447,29.0224741205697]}"
2201,2938,28.675830192303433,77.31523681658612,"{""type"":""Point"",""coordinates"":[77.31523681658612,28.675830192303433]}"
2202,0,28.921933375860494,76.77633855793499,"{""type"":""Point"",""coordinates"":[76.77633855793499,28.921933375860494]}"
2203,19,28.587340843885116,77.5473775395908,"{""type"":""Point"",""coordinates"":[77.5473775395908,28.587340843885116]}"
2204,0,28.31028278955284,77.14888432070272,"{""type"":""Point"",""coordinates"":[77.14888432070272,28.31028278955284]}"
2205,0,29.053364583060734,77.34789418308877,"{""type"":""Point"",""coordinates"":[77.34789418308877,29.053364583060734]}"
2206,0,28.78996743883639,77.0824552698363,"{""type"":""Point"",""coordinates"":[77.0824552698363,28.78996743883639]}"
2207,267,28.733092801321714,77.10558823646616,"{""type"":""Point"",""coordinates"":[77.10558823646616,28.733092801321714]}"
2208,2375,28.690299686802938,77.32333051554028,"{""type"":""Point"",""coordinates"":[77.32333051554028,28.690299686802938]}"
2209,0,28.86607260586643,76.89495810129475,"{""type"":""Point"",""coordinates"":[76.89495810129475,28.86607260586643]}"
2210,0,28.4893708017054,76.90233655094924,"{""type"":""Point"",""coordinates"":[76.90233655094924,28.4893708017054]}"
2211,0,29.050921227521968,76.95324635059771,"{""type"":""Point"",""coordinates"":[76.95324635059771,29.050921227521968]}"
2212,0,28.564271981610762,76.81442661748335,"{""type"":""Point"",""coordinates"":[76.81442661748335,28.564271981610762]}"
2213,655,28.54885061591145,77.11897819197257,"{""type"":""Point"",""coordinates"":[77.11897819197257,28.54885061591145]}"
2214,4974,28.54791689576416,77.38221558366807,"{""type"":""Point"",""coordinates"":[77.38221558366807,28.54791689576416]}"
2215,0,28.568203402416884,77.10482875305418,"{""type"":""Point"",""coordinates"":[77.10482875305418,28.568203402416884]}"
2216,3464,28.571418769370077,77.23869823327558,"{""type"":""Point"",""coordinates"":[77.23869823327558,28.571418769370077]}"
2217,0,28.52522967473847,77.33667461823619,"{""type"":""Point"",""coordinates"":[77.33667461823619,28.52522967473847]}"
2218,612,28.946269217938887,77.00598254297596,"{""type"":""Point"",""coordinates"":[77.00598254297596,28.946269217938887]}"
2219,3748,28.289918493705528,77.06670165620731,"{""type"":""Point"",""coordinates"":[77.06670165620731,28.289918493705528]}"
2220,5051,28.462417161283742,77.29735014193298,"{""type"":""Point"",""coordinates"":[77.29735014193298,28.462417161283742]}"
2221,0,29.08463113144118,76.9941156253243,"{""type"":""Point"",""coordinates"":[76.9941156253243,29.08463113144118]}"
2222,0,28.944853953054377,76.84616661939208,"{""type"":""Point"",""coordinates"":[76.84616661939208,28.944853953054377]}"
2223,0,28.60636077186802,76.85243349057151,"{""type"":""Point"",""coordinates"":[76.85243349057151,28.60636077186802]}"
2224,0,28.519711074068457,76.91567034781828,"{""type"":""Point"",""coordinates"":[76.91567034781828,28.519711074068457]}"
2225,0,28.57452950149518,77.56397008547847,"{""type"":""Point"",""coordinates"":[77.56397008547847,28.57452950149518]}"
2226,0,28.78066327095235,77.00963565922729,"{""type"":""Point"",""coordinates"":[77.00963565922729,28.78066327095235]}"
2227,2558,28.649488441921264,77.36193844671445,"{""type"":""Point"",""coordinates"":[77.36193844671445,28.649488441921264]}"
2228,0,29.029784411793266,77.18426086923486,"{""type"":""Point"",""coordinates"":[77.18426086923486,29.029784411793266]}"
2229,1524,29.020242612510962,77.07660162697508,"{""type"":""Point"",""coordinates"":[77.07660162697508,29.020242612510962]}"
2230,0,28.44051059055048,76.95691699388031,"{""type"":""Point"",""coordinates"":[76.95691699388031,28.44051059055048]}"
2231,5924,28.69802303559901,77.16502052463737,"{""type"":""Point"",""coordinates"":[77.16502052463737,28.69802303559901]}"
2232,0,28.660122643166694,77.52205613627123,"{""type"":""Point"",""coordinates"":[77.52205613627123,28.660122643166694]}"
2233,0,29.136866779974103,77.21410282023972,"{""type"":""Point"",""coordinates"":[77.21410282023972,29.136866779974103]}"
2234,2655,28.880749690406994,76.90391707068258,"{""type"":""Point"",""coordinates"":[76.90391707068258,28.880749690406994]}"
2235,4406,28.40836650008142,76.82367341836643,"{""type"":""Point"",""coordinates"":[76.82367341836643,28.40836650008142]}"
2236,5962,28.717722484739816,77.31274191936936,"{""type"":""Point"",""coordinates"":[77.31274191936936,28.717722484739816]}"
2237,0,28.68252006753068,77.5417043632059,"{""type"":""Point"",""coordinates"":[77.5417043632059,28.68252006753068]}"
2238,0,28.95204471369335,77.30035598123409,"{""type"":""Point"",""coordinates"":[77.30035598123409,28.95204471369335]}"
2239,1827,28.62039418649393,77.21854914322749,"{""type"":""Point"",""coordinates"":[77.21854914322749,28.62039418649393]}"
2240,0,28.909994054689335,77.30461166015272,"{""type"":""Point"",""coordinates"":[77.30461166015272,28.909994054689335]}"
