system:index,BuildingDensity,Humidity,LST,Latitude,Longitude,NDVI,WindSpeed,.geo
3260,3273,97.94945940190574,38.592186260000005,13.066988362653605,77.1620100369231,0.4448087431693989,1.896211733860757,"{""type"":""Point"",""coordinates"":[77.1620100369231,13.066988362653605]}"
3261,0,97.67743916807105,42.47163896000001,13.090404225760006,77.96362597103217,0.37627861665854845,2.2494491499745304,"{""type"":""Point"",""coordinates"":[77.96362597103217,13.090404225760006]}"
3262,0,98.12165303635125,36.85241408000002,12.695707472632899,77.69644471347362,0.27143233975204434,2.241843224411608,"{""type"":""Point"",""coordinates"":[77.69644471347362,12.695707472632899]}"
3263,773,97.90946085010977,38.264056340000025,12.941190971985547,77.78541106308097,0.43820816864295126,2.3886817593121252,"{""type"":""Point"",""coordinates"":[77.78541106308097,12.941190971985547]}"
3264,0,97.7704163668057,38.27431039999999,13.158370368764714,77.84845302252324,0.5101228011948225,2.2477795159460836,"{""type"":""Point"",""coordinates"":[77.84845302252324,13.158370368764714]}"
3265,63,97.6899519012833,40.70110460000001,13.282840963332733,77.8031061421694,0.4406470127837203,2.2253787115468646,"{""type"":""Point"",""coordinates"":[77.8031061421694,13.282840963332733]}"
3266,700,97.79542476013528,42.68013818000003,13.016160286995568,77.94710440680193,0.216062057951175,2.358446248997829,"{""type"":""Point"",""coordinates"":[77.94710440680193,13.016160286995568]}"
3267,0,97.8503095536482,41.80512506000002,13.145491261259675,77.82938361465563,0.12272129299003946,2.266775091398047,"{""type"":""Point"",""coordinates"":[77.82938361465563,13.145491261259675]}"
3268,5054,98.04996575166804,41.097594920000006,12.938703248265044,77.53699320506529,0.14754098360655737,2.0089352472159816,"{""type"":""Point"",""coordinates"":[77.53699320506529,12.938703248265044]}"
3269,0,97.7143668993032,43.11422672000003,13.376067452232,77.56057883765165,0.41819068519873204,2.0887043050149057,"{""type"":""Point"",""coordinates"":[77.56057883765165,13.376067452232]}"
3270,0,98.00372773585488,34.42220186000003,12.949813724732122,77.17614111079509,0.4022503516174402,1.8036561592886433,"{""type"":""Point"",""coordinates"":[77.17614111079509,12.949813724732122]}"
3271,2947,97.93842703866794,38.506735760000026,12.769591763849036,77.79309635216991,0.16851284468536412,2.4122455858545746,"{""type"":""Point"",""coordinates"":[77.79309635216991,12.769591763849036]}"
3272,0,97.7143668993032,39.12539737999998,13.365200559515099,77.58145454828265,0.2675879396984925,2.0887043050149057,"{""type"":""Point"",""coordinates"":[77.58145454828265,13.365200559515099]}"
3273,0,97.77260849599254,39.166413620000014,13.310517950711464,77.35538511614334,0.41966658613191593,1.9861909699113183,"{""type"":""Point"",""coordinates"":[77.35538511614334,13.310517950711464]}"
3274,1093,97.96511865625696,35.64927104000003,12.68443738361607,77.25643854826342,0.43149868954014775,1.7916244122947607,"{""type"":""Point"",""coordinates"":[77.25643854826342,12.68443738361607]}"
3275,0,97.79542476013528,37.39929728000004,12.986654459505976,77.86569202540022,0.3040417526398835,2.358446248997829,"{""type"":""Point"",""coordinates"":[77.86569202540022,12.986654459505976]}"
3276,0,98.072445895336,37.758189379999976,13.032156276076329,77.18935247964028,0.48072122052704575,1.856188736866696,"{""type"":""Point"",""coordinates"":[77.18935247964028,13.032156276076329]}"
3277,0,98.08865098706467,36.32945702000001,12.562701456575871,77.42394607801053,0.3333333333333333,1.8152266946354554,"{""type"":""Point"",""coordinates"":[77.42394607801053,12.562701456575871]}"
3278,0,97.85734156167018,39.82950950000003,13.21550865332335,77.3588296042739,0.45350957155879673,1.9923238910859988,"{""type"":""Point"",""coordinates"":[77.3588296042739,13.21550865332335]}"
3279,0,98.26587576812798,34.78451198000005,12.635778510102408,77.48441854390154,0.6892935982339956,1.8870584906880519,"{""type"":""Point"",""coordinates"":[77.48441854390154,12.635778510102408]}"
3280,0,97.88444032225645,39.70304276000002,12.74422073366699,77.9385808367824,0.371485279523652,2.386299575514941,"{""type"":""Point"",""coordinates"":[77.9385808367824,12.74422073366699]}"
3281,3676,97.97183020979683,44.23533728000001,12.997158881691062,77.73764017148486,0.0847457627118644,2.2602433790722456,"{""type"":""Point"",""coordinates"":[77.73764017148486,12.997158881691062]}"
3282,965,97.88444032225645,39.33731462000003,12.682941153119701,77.93345555531346,0.5128266602733158,2.386299575514941,"{""type"":""Point"",""coordinates"":[77.93345555531346,12.682941153119701]}"
3283,0,97.94945940190574,42.71431838000001,13.069083865097555,77.22952102736019,0.1527992576554284,1.896211733860757,"{""type"":""Point"",""coordinates"":[77.22952102736019,13.069083865097555]}"
3284,2352,98.02028016531219,40.53020360000005,13.0443743914198,77.46031870485305,0.16889738687061823,2.032228111781052,"{""type"":""Point"",""coordinates"":[77.46031870485305,13.0443743914198]}"
3285,0,98.31975855293078,37.16003588000001,12.616026031877633,77.57897582086196,0.346782431052094,2.027874282973198,"{""type"":""Point"",""coordinates"":[77.57897582086196,12.616026031877633]}"
3286,2515,98.02028016531219,42.02387834000001,13.00526614794246,77.4660978139483,0.06604114038253338,2.032228111781052,"{""type"":""Point"",""coordinates"":[77.4660978139483,13.00526614794246]}"
3287,267,98.072445895336,35.365575379999996,12.959381184265023,77.23901385358347,0.6288819875776398,1.856188736866696,"{""type"":""Point"",""coordinates"":[77.23901385358347,12.959381184265023]}"
3288,4561,98.05987544411983,41.04632462000001,12.88402665394394,77.57604021007553,0.1786833855799373,2.1791265114116354,"{""type"":""Point"",""coordinates"":[77.57604021007553,12.88402665394394]}"
3289,0,97.86523648034013,44.898433160000025,13.192809084190808,77.74639182290485,0.1082112025697651,2.191950084881813,"{""type"":""Point"",""coordinates"":[77.74639182290485,13.192809084190808]}"
3290,808,97.7143668993032,38.51698982000005,13.370150152836416,77.64370755770237,0.39066867340356914,2.0887043050149057,"{""type"":""Point"",""coordinates"":[77.64370755770237,13.370150152836416]}"
3291,3113,98.26587576812798,34.746913759999984,12.616072343177557,77.46471528517574,0.4204025617566331,1.8870584906880519,"{""type"":""Point"",""coordinates"":[77.46471528517574,12.616072343177557]}"
3292,0,97.6913794410665,40.80022717999998,13.380242926238555,77.47967970667698,0.204847354928921,2.0318993200062248,"{""type"":""Point"",""coordinates"":[77.47967970667698,13.380242926238555]}"
3293,1,97.78593248081502,38.735743100000036,13.252600830931675,77.69987688674358,0.4730831973898858,2.1653944941721908,"{""type"":""Point"",""coordinates"":[77.69987688674358,13.252600830931675]}"
3294,0,97.77210847797842,40.16789348000003,13.31334785706687,77.32089021815722,0.5814087759815243,1.9390861967685602,"{""type"":""Point"",""coordinates"":[77.32089021815722,13.31334785706687]}"
3295,0,98.33721774579878,36.42516158000001,12.542074093489443,77.59257225066386,0.3648491128092216,1.9617975329532855,"{""type"":""Point"",""coordinates"":[77.59257225066386,12.542074093489443]}"
3296,0,97.76131899391149,39.93888614000002,13.128339127746434,77.9417614009248,0.6144787405479113,2.29644332730507,"{""type"":""Point"",""coordinates"":[77.9417614009248,13.128339127746434]}"
3297,37,97.79542476013528,41.28900404000001,13.023879453916102,77.91894608463667,0.2722402053800647,2.358446248997829,"{""type"":""Point"",""coordinates"":[77.91894608463667,13.023879453916102]}"
3298,1413,98.02028016531219,42.23579558000006,12.973316688946198,77.49016880713758,0.15990348760693135,2.032228111781052,"{""type"":""Point"",""coordinates"":[77.49016880713758,12.973316688946198]}"
3299,0,97.83593884691993,41.15570126,12.76621837446366,77.91730994407159,0.3252391464311994,2.4837244849214177,"{""type"":""Point"",""coordinates"":[77.91730994407159,12.76621837446366]}"
3300,415,97.83593884691993,40.89251372000001,12.778973397440165,77.92754089936915,0.39945719220330617,2.4837244849214177,"{""type"":""Point"",""coordinates"":[77.92754089936915,12.778973397440165]}"
