system:index,Latitude,Longitude,NDVI,.geo
6009,29.093751410112446,77.25226885932217,0.33403141361256544,"{""type"":""Point"",""coordinates"":[77.25226885932217,29.093751410112446]}"
6010,28.913958911379282,77.50621531639108,0.42498469075321493,"{""type"":""Point"",""coordinates"":[77.50621531639108,28.913958911379282]}"
6011,28.738056185847956,77.38331595834862,0.36407032250553034,"{""type"":""Point"",""coordinates"":[77.38331595834862,28.738056185847956]}"
6012,28.47347038541757,77.42847133756126,0.4499007279947055,"{""type"":""Point"",""coordinates"":[77.42847133756126,28.47347038541757]}"
6013,28.97960238845084,76.85287998380049,0.10617283950617284,"{""type"":""Point"",""coordinates"":[76.85287998380049,28.97960238845084]}"
6014,28.74222361915576,76.83510977844244,0.19963345987694725,"{""type"":""Point"",""coordinates"":[76.83510977844244,28.74222361915576]}"
6015,28.83750219902506,77.22341265076548,0.36041939711664484,"{""type"":""Point"",""coordinates"":[77.22341265076548,28.83750219902506]}"
6016,28.49461972570457,77.03835054774059,0.29112686384747005,"{""type"":""Point"",""coordinates"":[77.03835054774059,28.49461972570457]}"
6017,28.533136586137374,77.5206233675151,0.19572953736654805,"{""type"":""Point"",""coordinates"":[77.5206233675151,28.533136586137374]}"
6018,29.061491136815285,76.80379640439723,0.16027280477408354,"{""type"":""Point"",""coordinates"":[76.80379640439723,29.061491136815285]}"
6019,28.930451153729518,77.25060785007943,0.3241935483870968,"{""type"":""Point"",""coordinates"":[77.25060785007943,28.930451153729518]}"
6020,28.915820614267133,77.4016623001193,0.15887404580152673,"{""type"":""Point"",""coordinates"":[77.4016623001193,28.915820614267133]}"
6021,28.942439878018952,77.5153270710826,0.23030485964382735,"{""type"":""Point"",""coordinates"":[77.5153270710826,28.942439878018952]}"
6022,28.640427586290503,76.96245020864262,0.36329588014981273,"{""type"":""Point"",""coordinates"":[76.96245020864262,28.640427586290503]}"
6023,29.049697761079653,76.99241396600733,0.1488095238095238,"{""type"":""Point"",""coordinates"":[76.99241396600733,29.049697761079653]}"
6024,28.403869940162085,76.9553053339157,0.20958503798947983,"{""type"":""Point"",""coordinates"":[76.9553053339157,28.403869940162085]}"
6025,28.743818830661013,77.44966616569137,0.1796534097992769,"{""type"":""Point"",""coordinates"":[77.44966616569137,28.743818830661013]}"
6026,29.117107385075123,77.02299588604014,0.4068965517241379,"{""type"":""Point"",""coordinates"":[77.02299588604014,29.117107385075123]}"
6027,28.351771457043583,76.96058129035887,0.4884620699184745,"{""type"":""Point"",""coordinates"":[76.96058129035887,28.351771457043583]}"
6028,28.617356853693458,77.53974977326968,0.176595493688805,"{""type"":""Point"",""coordinates"":[77.53974977326968,28.617356853693458]}"
6029,28.8831022504767,77.03569093088123,0.10262310170271514,"{""type"":""Point"",""coordinates"":[77.03569093088123,28.8831022504767]}"
